square_id,internet
404,67975.516
405,63158.63
406,80425.59
407,76868.34
408,71952.55
409,57478.93
410,41513.242
411,37401.957
412,35417.42
413,35417.42
414,35416.43
415,34647.434
416,33691.023
417,36007.207
418,40816.953
419,42151.94
420,42151.94
421,47895.918
422,59554.773
423,60132.516
424,65643.58
425,68078.01
426,68078.01
427,68078.01
428,68078.01
429,68078.01
430,68078.01
431,68077.51
432,63299.496
433,68736.84
434,68054.6
435,68076.414
436,73025.91
437,159659.1
438,175963.83
439,175965.4
440,175963.14
441,176402.42
442,179374.34
443,141513.73
444,115564.79
445,145774.7
446,205773.7
447,305751.34
448,437564.6
449,290951.72
450,250564.86
451,209389.12
452,223013.69
453,210691.31
454,205147.88
455,205147.88
456,173294.16
457,167047.14
458,152367.16
459,95851.28
460,94422.625
461,94729.414
462,86980.28
463,83346.12
464,127002.09
465,134728.8
466,158230.38
467,158387.98
468,129865.88
469,153073.67
470,161797.17
471,131363.2
472,104685.85
473,109015.305
474,116193.0
475,114368.43
476,108972.26
477,101016.73
478,103620.06
479,109626.7
480,81724.016
481,27360.588
482,27362.047
483,56316.43
484,78399.99
485,63340.273
486,29893.117
487,29893.117
488,29893.117
489,29893.117
490,29893.117
491,29891.488
492,28217.945
493,34475.5
494,46655.25
495,47602.125
496,71755.305
497,71701.81
498,62254.55
499,58845.465
500,58854.113
501,36997.5
502,36997.5
503,36997.5
504,36997.5
505,36997.5
506,36997.5
507,36791.54
508,35742.137
509,35662.19
510,35662.19
511,35598.777
512,37018.58
513,35839.344
514,35374.043
515,35087.355
516,34449.863
517,41746.7
518,42151.94
519,42151.94
520,42811.31
521,54432.137
522,61796.973
523,66909.4
524,68052.56
525,68065.45
526,68071.85
527,68077.94
528,68078.01
529,68078.01
530,68078.01
531,68076.98
532,68050.56
533,71804.88
534,74423.45
535,59755.9
536,110368.47
537,173891.98
538,175955.2
539,175953.17
540,175954.53
541,176162.73
542,175547.72
543,158967.73
544,173997.97
545,150776.1
546,213439.23
547,289095.0
548,291972.03
549,221877.03
550,217446.38
551,222439.95
552,209597.58
553,205147.88
554,205147.88
555,198849.08
556,169346.4
557,168569.89
558,186814.25
559,231887.12
560,169811.39
561,115754.63
562,83269.59
563,88760.55
564,134485.69
565,155858.5
566,169060.03
567,134658.52
568,120681.62
569,119715.92
570,123206.836
571,104557.12
572,93909.59
573,85697.92
574,83240.61
575,87763.09
576,97297.54
577,97663.55
578,98030.266
579,96923.375
580,193521.67
581,27784.152
582,50139.473
583,76935.09
584,80037.14
585,37451.074
586,29893.117
587,29893.117
588,29893.117
589,29893.117
590,29893.117
591,29403.777
592,26034.832
593,25084.99
594,31593.672
595,43853.89
596,45112.527
597,51929.41
598,58794.816
599,58799.0
600,58820.707
601,36997.5
602,36997.5
603,36997.5
604,36997.5
605,36997.5
606,36997.5
607,37193.766
608,35944.797
609,35662.19
610,35662.19
611,35626.695
612,52589.31
613,35776.57
614,35107.312
615,35032.676
616,34606.402
617,40813.613
618,42151.94
619,42151.94
620,54703.516
621,63704.96
622,68050.56
623,68050.56
624,68050.56
625,68050.56
626,68050.56
627,68062.58
628,68076.22
629,68078.01
630,68074.78
631,68069.15
632,68056.266
633,68051.125
634,74948.586
635,74132.82
636,146067.52
637,164155.39
638,176037.73
639,175953.17
640,175953.17
641,177419.89
642,166372.73
643,136394.72
644,193054.44
645,195643.23
646,264632.06
647,302674.84
648,288730.38
649,263397.34
650,405137.88
651,278781.16
652,205550.27
653,205427.27
654,205356.72
655,207037.9
656,176156.8
657,176021.84
658,189109.81
659,247185.03
660,248223.62
661,195832.5
662,84939.75
663,87655.375
664,172314.22
665,184235.84
666,207387.19
667,126886.1
668,123126.32
669,107330.46
670,101606.17
671,93666.14
672,83456.91
673,83456.91
674,83456.91
675,83456.91
676,88190.59
677,98399.81
678,95586.58
679,71685.586
680,63862.73
681,86161.0
682,77820.27
683,80528.17
684,73967.86
685,30128.328
686,29893.117
687,29893.117
688,29893.117
689,29893.117
690,29893.117
691,27528.074
692,24956.756
693,24956.756
694,40269.08
695,55207.375
696,29790.129
697,48438.008
698,58794.816
699,58794.816
700,58771.707
701,36997.5
702,37357.465
703,36997.5
704,36997.5
705,36997.5
706,36997.5
707,37028.594
708,36269.254
709,35637.605
710,35477.902
711,35307.875
712,119111.87
713,63551.99
714,35298.59
715,35560.56
716,35046.367
717,38106.918
718,42177.117
719,47389.727
720,65531.023
721,68050.56
722,68050.56
723,68050.56
724,68050.56
725,68053.66
726,68053.11
727,68050.56
728,68053.65
729,68063.36
730,68052.41
731,68052.43
732,68053.18
733,68050.56
734,68345.14
735,124281.94
736,175338.06
737,175953.17
738,175953.17
739,175953.17
740,175953.17
741,176077.88
742,189250.56
743,198176.86
744,243535.17
745,246201.55
746,254592.27
747,296524.34
748,297048.5
749,320809.4
750,634273.5
751,700211.1
752,596784.06
753,392626.1
754,409393.38
755,485106.97
756,297839.28
757,243358.55
758,284375.28
759,206751.95
760,236599.56
761,262101.84
762,113313.914
763,107561.42
764,190551.12
765,355983.0
766,594277.2
767,526012.5
768,274440.22
769,237305.81
770,324488.78
771,178782.31
772,83456.91
773,83456.91
774,83456.91
775,83456.91
776,91815.63
777,81228.88
778,65921.76
779,64531.16
780,73615.22
781,113339.35
782,112169.914
783,89386.08
784,63818.805
785,29893.117
786,29893.117
787,29828.914
788,29847.723
789,29893.117
790,29882.207
791,26574.82
792,24956.756
793,24364.047
794,68706.33
795,81250.805
796,33893.96
797,54602.58
798,70067.51
799,58794.816
800,58745.723
801,37504.234
802,36809.047
803,37021.703
804,37017.863
805,36997.5
806,37195.44
807,37454.605
808,38042.39
809,35353.555
810,35277.44
811,35277.44
812,35277.438
813,35507.17
814,28982.51
815,22453.287
816,35074.38
817,37104.508
818,43494.543
819,59578.984
820,68001.61
821,68050.56
822,68050.56
823,68050.56
824,68051.16
825,68080.82
826,68069.72
827,68061.3
828,68052.24
829,68050.56
830,68265.984
831,76255.71
832,68050.56
833,68050.56
834,83677.39
835,161842.58
836,175621.97
837,175953.17
838,175953.17
839,175953.17
840,175953.17
841,179886.25
842,190119.66
843,186013.08
844,199553.12
845,269661.2
846,290209.25
847,381430.8
848,351665.6
849,514426.16
850,728939.0
851,975096.3
852,847163.06
853,682778.7
854,524011.2
855,501607.4
856,472974.62
857,356213.53
858,296280.84
859,112623.43
860,116737.8
861,149937.58
862,140574.05
863,129094.49
864,297996.22
865,622418.7
866,624053.9
867,507947.12
868,409810.75
869,354696.44
870,354696.44
871,150895.02
872,83456.91
873,83456.91
874,83456.91
875,83456.91
876,196597.47
877,64671.66
878,64531.16
879,68584.3
880,74105.766
881,87340.375
882,108533.24
883,108234.86
884,52195.49
885,29893.117
886,29893.117
887,29550.027
888,29567.46
889,29893.117
890,29436.47
891,25359.373
892,24956.754
893,41664.6
894,66587.484
895,81249.53
896,95674.02
897,170202.44
898,181356.67
899,128635.336
900,80881.5
901,36997.5
902,36997.5
903,37065.242
904,37386.812
905,37320.562
906,38134.67
907,39549.637
908,38923.28
909,35277.44
910,35301.465
911,35289.445
912,36825.48
913,36822.066
914,39775.492
915,39554.1
916,35094.6
917,35201.582
918,41571.703
919,57001.36
920,67361.08
921,68050.56
922,68050.56
923,68011.94
924,67656.945
925,67714.8
926,67698.9
927,67870.36
928,68097.836
929,67539.78
930,68050.56
931,87951.555
932,68050.56
933,86460.32
934,145084.6
935,174890.55
936,175953.17
937,175953.17
938,175953.17
939,175953.17
940,163995.77
941,191881.4
942,192703.83
943,191751.92
944,192954.62
945,211895.52
946,301303.78
947,317030.62
948,341008.8
949,379825.66
950,621236.0
951,1.0972059e+06
952,992458.2
953,756261.8
954,655268.9
955,632686.2
956,583367.44
957,394671.84
958,324348.38
959,109083.88
960,121439.39
961,139078.64
962,147264.92
963,252946.89
964,434339.4
965,467829.47
966,433716.3
967,419953.4
968,402970.16
969,354395.2
970,356998.44
971,144804.31
972,83436.28
973,83456.91
974,83456.91
975,94436.234
976,145468.05
977,64531.16
978,66779.78
979,73838.234
980,74341.93
981,74864.51
982,76108.26
983,88340.18
984,53320.52
985,29799.4
986,29893.117
987,29893.117
988,29893.117
989,29893.117
990,28613.291
991,24956.756
992,24471.691
993,21863.002
994,21566.377
995,26627.943
996,116906.6
997,204861.92
998,213433.73
999,213203.47
1000,204672.84
1001,36997.5
1002,36722.09
1003,36089.273
1004,38537.734
1005,30135.23
1006,31656.186
1007,25110.361
1008,51928.84
1009,39743.63
1010,41001.09
1011,41641.035
1012,43357.184
1013,42672.016
1014,40591.184
1015,40259.88
1016,34883.227
1017,35249.383
1018,37199.863
1019,36775.902
1020,39911.68
1021,45192.97
1022,43126.86
1023,36251.46
1024,201758.39
1025,28599.734
1026,28599.734
1027,32393.9
1028,40541.047
1029,46162.008
1030,45000.836
1031,61783.53
1032,64383.9
1033,89764.53
1034,169466.98
1035,175953.17
1036,175953.17
1037,175953.17
1038,175953.17
1039,175953.17
1040,187674.72
1041,192703.83
1042,192703.83
1043,189746.23
1044,178674.58
1045,228003.58
1046,312851.6
1047,417359.78
1048,349997.1
1049,350052.75
1050,471796.47
1051,1.1469649e+06
1052,1.0818999e+06
1053,880734.2
1054,565264.1
1055,597369.75
1056,520967.56
1057,405189.34
1058,411673.84
1059,210376.14
1060,134929.78
1061,144194.12
1062,146552.69
1063,297467.56
1064,429772.53
1065,402855.7
1066,402743.1
1067,332471.2
1068,290404.06
1069,316737.53
1070,447140.4
1071,433093.56
1072,108081.94
1073,92776.234
1074,94897.96
1075,308764.66
1076,102204.35
1077,65287.027
1078,72869.55
1079,74815.92
1080,74864.086
1081,74864.51
1082,74965.14
1083,76340.914
1084,69385.41
1085,30071.695
1086,29894.371
1087,29893.117
1088,29893.117
1089,29909.996
1090,27641.268
1091,24956.756
1092,39504.902
1093,21571.143
1094,21562.73
1095,21571.143
1096,85169.555
1097,204861.92
1098,213427.14
1099,199796.58
1100,213433.73
1101,37156.547
1102,37529.293
1103,37200.184
1104,39351.594
1105,36323.445
1106,23282.99
1107,12964.484
1108,38905.27
1109,44337.215
1110,44951.477
1111,45067.98
1112,45592.67
1113,45658.957
1114,44355.168
1115,41003.047
1116,40274.79
1117,37519.43
1118,32303.633
1119,36775.902
1120,36780.832
1121,33393.625
1122,28512.695
1123,28512.695
1124,28513.016
1125,28530.527
1126,28554.334
1127,28633.486
1128,27446.08
1129,21446.422
1130,32531.398
1131,202062.53
1132,29393.555
1133,57617.234
1134,173252.72
1135,170010.39
1136,175953.17
1137,175953.17
1138,175953.17
1139,177605.11
1140,192354.5
1141,192703.83
1142,188087.97
1143,167927.67
1144,145257.34
1145,148873.39
1146,502043.34
1147,941199.5
1148,351985.66
1149,350052.75
1150,836077.75
1151,1.3749291e+06
1152,1.0389937e+06
1153,502822.7
1154,339619.47
1155,331417.5
1156,333429.6
1157,387916.56
1158,406300.34
1159,349315.44
1160,170774.58
1161,147264.92
1162,147264.92
1163,222105.1
1164,423299.06
1165,417245.03
1166,294684.7
1167,290522.8
1168,290522.8
1169,297793.44
1170,450333.44
1171,390521.56
1172,100926.06
1173,101943.234
1174,101284.664
1175,97796.375
1176,73173.03
1177,71583.19
1178,74840.516
1179,74864.51
1180,74864.51
1181,74899.63
1182,77603.83
1183,78840.2
1184,78334.99
1185,66194.88
1186,36679.42
1187,30535.602
1188,29893.117
1189,30289.77
1190,27168.557
1191,62429.566
1192,75067.03
1193,24206.418
1194,21569.477
1195,21571.143
1196,81010.8
1197,212977.84
1198,213433.73
1199,213414.0
1200,213785.78
1201,36997.5
1202,37621.5
1203,38392.34
1204,42780.105
1205,46209.438
1206,19986.584
1207,5362.0522
1208,35897.71
1209,45658.957
1210,44886.793
1211,48695.37
1212,63534.582
1213,45658.957
1214,45658.957
1215,44005.402
1216,40022.594
1217,34831.113
1218,33378.785
1219,36524.785
1220,36859.797
1221,36360.227
1222,28567.465
1223,28517.807
1224,28513.305
1225,28512.695
1226,28512.695
1227,28682.434
1228,29950.383
1229,28297.871
1230,65580.11
1231,28512.695
1232,28512.695
1233,46111.98
1234,116806.81
1235,175204.1
1236,175953.17
1237,175953.17
1238,175953.17
1239,177652.98
1240,187677.98
1241,159134.39
1242,146266.22
1243,140957.72
1244,140946.89
1245,140992.9
1246,740017.44
1247,1.00831844e+06
1248,449594.16
1249,382565.06
1250,1.4046364e+06
1251,1.7981292e+06
1252,414247.12
1253,410476.44
1254,529273.6
1255,332836.84
1256,324452.25
1257,342421.8
1258,377595.16
1259,465691.06
1260,601275.44
1261,111843.81
1262,106014.16
1263,124493.266
1264,258711.6
1265,296438.7
1266,288805.66
1267,290522.8
1268,290522.8
1269,290522.8
1270,330198.28
1271,150116.75
1272,121020.5
1273,103488.81
1274,97810.47
1275,97990.73
1276,84654.79
1277,74864.51
1278,74864.51
1279,74864.51
1280,78197.336
1281,76200.45
1282,82071.76
1283,86476.766
1284,92719.7
1285,201549.52
1286,193357.28
1287,122586.984
1288,44169.27
1289,30097.94
1290,46885.535
1291,85668.23
1292,84927.19
1293,52018.7
1294,21571.143
1295,21571.143
1296,42527.406
1297,213433.73
1298,213433.73
1299,213422.2
1300,223517.95
1301,36997.5
1302,37188.254
1303,42474.992
1304,45586.496
1305,45658.957
1306,34262.387
1307,15616.035
1308,41275.51
1309,45658.957
1310,29859.328
1311,56894.953
1312,45658.957
1313,45658.957
1314,45658.957
1315,45658.957
1316,37341.28
1317,33863.27
1318,34130.758
1319,37342.64
1320,36862.94
1321,36829.426
1322,29258.934
1323,28599.734
1324,28590.498
1325,28556.205
1326,28522.113
1327,29013.066
1328,29158.924
1329,30283.479
1330,28512.695
1331,28512.695
1332,28395.402
1333,54758.535
1334,60230.508
1335,102227.0
1336,175148.81
1337,175953.17
1338,183138.5
1339,233291.69
1340,248051.72
1341,174057.44
1342,140957.72
1343,140957.72
1344,141992.25
1345,194877.48
1346,834577.0
1347,775741.7
1348,463032.03
1349,485828.28
1350,493613.9
1351,530532.2
1352,310376.4
1353,344275.38
1354,401262.5
1355,262145.47
1356,250443.62
1357,230099.4
1358,207287.48
1359,190278.56
1360,90410.47
1361,52396.816
1362,70245.9
1363,85874.27
1364,242286.75
1365,292255.66
1366,280745.0
1367,290522.8
1368,290522.8
1369,290522.8
1370,283384.6
1371,132939.19
1372,123592.68
1373,122432.43
1374,117794.14
1375,103026.836
1376,117489.39
1377,102741.05
1378,72796.125
1379,71423.73
1380,71171.75
1381,71835.72
1382,110098.89
1383,119474.875
1384,145482.25
1385,201800.06
1386,211674.47
1387,212010.19
1388,201988.12
1389,96276.625
1390,85399.48
1391,86638.55
1392,85718.96
1393,82708.67
1394,52450.36
1395,113955.414
1396,244256.66
1397,259171.2
1398,226829.31
1399,241866.4
1400,295355.28
1401,37777.258
1402,44221.445
1403,38911.594
1404,44579.336
1405,45658.957
1406,40787.094
1407,37644.36
1408,45658.957
1409,45658.957
1410,45658.957
1411,60116.824
1412,45658.957
1413,45658.957
1414,45637.92
1415,46564.75
1416,34286.3
1417,40250.895
1418,49323.094
1419,45970.03
1420,35038.125
1421,37233.29
1422,31575.252
1423,28881.256
1424,28888.88
1425,28972.861
1426,28852.002
1427,29149.805
1428,29074.795
1429,28845.738
1430,28885.822
1431,28483.803
1432,26876.156
1433,26754.95
1434,84659.19
1435,60316.38
1436,120327.65
1437,158380.0
1438,162941.06
1439,273852.47
1440,323026.06
1441,234372.69
1442,168350.77
1443,230437.28
1444,302423.88
1445,345415.4
1446,347979.12
1447,409458.8
1448,336754.94
1449,368764.5
1450,372436.8
1451,379427.66
1452,531916.06
1453,451777.2
1454,420228.25
1455,305997.94
1456,248874.88
1457,231745.4
1458,224848.3
1459,209115.73
1460,92120.46
1461,42970.92
1462,52656.78
1463,65612.14
1464,112362.59
1465,285553.44
1466,290469.53
1467,290470.2
1468,290470.2
1469,290470.2
1470,290470.2
1471,178212.94
1472,123257.305
1473,124703.85
1474,133289.47
1475,113041.1
1476,133736.78
1477,136369.52
1478,125762.79
1479,88090.95
1480,70853.414
1481,80517.54
1482,96553.03
1483,116944.734
1484,128380.17
1485,190817.66
1486,208781.6
1487,211797.28
1488,212406.78
1489,214458.3
1490,101658.66
1491,172340.08
1492,220935.53
1493,203928.12
1494,244804.14
1495,325245.5
1496,327396.72
1497,327396.72
1498,320388.84
1499,298991.84
1500,298562.6
1501,42566.46
1502,45658.957
1503,41424.86
1504,44107.113
1505,45658.957
1506,63062.973
1507,58293.92
1508,45658.957
1509,45658.957
1510,45658.957
1511,56840.57
1512,45658.957
1513,45658.957
1514,47677.246
1515,48071.99
1516,47030.58
1517,49990.242
1518,50153.28
1519,47679.2
1520,39858.35
1521,37508.234
1522,32707.18
1523,29246.205
1524,29246.205
1525,29246.205
1526,29246.205
1527,29238.062
1528,29175.877
1529,29159.164
1530,29159.164
1531,27902.627
1532,26754.95
1533,36091.51
1534,13067.919
1535,73636.35
1536,61758.848
1537,141356.44
1538,152195.12
1539,95844.47
1540,234081.36
1541,223909.22
1542,132897.84
1543,134403.81
1544,244635.42
1545,343395.62
1546,347920.4
1547,389460.62
1548,359788.62
1549,338235.94
1550,332548.66
1551,410137.16
1552,624165.75
1553,548406.4
1554,473215.53
1555,584296.2
1556,331692.66
1557,234468.14
1558,233377.11
1559,216786.34
1560,51985.86
1561,42949.72
1562,43123.906
1563,43511.31
1564,55077.312
1565,144446.52
1566,262525.62
1567,237733.98
1568,211978.2
1569,210950.28
1570,198733.45
1571,179182.64
1572,133445.0
1573,135664.7
1574,130781.555
1575,130349.266
1576,136369.52
1577,136369.52
1578,136369.52
1579,131112.05
1580,96597.37
1581,87481.21
1582,84782.76
1583,334226.75
1584,551699.0
1585,362689.1
1586,252789.75
1587,239535.23
1588,252862.03
1589,328773.03
1590,314605.34
1591,333725.06
1592,333412.75
1593,333537.22
1594,317681.38
1595,317340.2
1596,327396.72
1597,327021.88
1598,263248.5
1599,267925.34
1600,244881.08
1601,44891.586
1602,45658.957
1603,45658.957
1604,45658.957
1605,45014.234
1606,42746.5
1607,44035.69
1608,45658.957
1609,45658.957
1610,57760.93
1611,61445.895
1612,68739.54
1613,58110.023
1614,49674.805
1615,196869.64
1616,50153.28
1617,50115.31
1618,50060.582
1619,50153.28
1620,43579.85
1621,37069.453
1622,38307.04
1623,29246.205
1624,29246.205
1625,29246.205
1626,29675.088
1627,92673.164
1628,28129.705
1629,33382.39
1630,30521.896
1631,26880.836
1632,26754.95
1633,62925.758
1634,27989.996
1635,26754.95
1636,83426.836
1637,211911.61
1638,218485.05
1639,185795.05
1640,139850.66
1641,494130.97
1642,198197.75
1643,132727.69
1644,132703.42
1645,168481.11
1646,419557.53
1647,487157.38
1648,434288.28
1649,343480.6
1650,271924.88
1651,327278.7
1652,634802.8
1653,616385.2
1654,707397.1
1655,754366.1
1656,715287.7
1657,359393.06
1658,234058.73
1659,199170.55
1660,53698.363
1661,43066.28
1662,43140.492
1663,43140.492
1664,43140.492
1665,43496.16
1666,124869.97
1667,129853.68
1668,125757.625
1669,139914.39
1670,134437.45
1671,133440.58
1672,138768.23
1673,139388.02
1674,139544.73
1675,138255.11
1676,136369.52
1677,136369.52
1678,136369.52
1679,134464.61
1680,116899.87
1681,86509.66
1682,84377.66
1683,344792.38
1684,580568.5
1685,382622.78
1686,260635.6
1687,278002.03
1688,343559.62
1689,357603.75
1690,355175.16
1691,333578.66
1692,333888.8
1693,333577.0
1694,404149.84
1695,416896.7
1696,479325.94
1697,469778.4
1698,194340.69
1699,176862.11
1700,187317.53
1701,40142.273
1702,44960.16
1703,43536.4
1704,45357.367
1705,44163.797
1706,45556.33
1707,45614.27
1708,45658.957
1709,58474.26
1710,80001.7
1711,69323.75
1712,80030.36
1713,82836.13
1714,101013.85
1715,157505.38
1716,63712.996
1717,48161.555
1718,53867.953
1719,50153.28
1720,42315.395
1721,37282.15
1722,33408.3
1723,29246.205
1724,27996.725
1725,41526.938
1726,32520.861
1727,51040.664
1728,37780.215
1729,37152.652
1730,36315.52
1731,32109.248
1732,26766.924
1733,26754.95
1734,26754.95
1735,51551.55
1736,166377.5
1737,218485.05
1738,218485.05
1739,218485.05
1740,147216.88
1741,357505.0
1742,463755.78
1743,155989.36
1744,132693.12
1745,132700.94
1746,254692.12
1747,487157.38
1748,501356.62
1749,343480.6
1750,268324.94
1751,253194.44
1752,536762.2
1753,541173.7
1754,638532.2
1755,754166.75
1756,753085.44
1757,669664.94
1758,279074.28
1759,138903.77
1760,42970.875
1761,43134.83
1762,43140.492
1763,43140.492
1764,43140.484
1765,43135.453
1766,125013.88
1767,129925.82
1768,129726.44
1769,129904.54
1770,131065.54
1771,137439.86
1772,142324.92
1773,137885.95
1774,135143.5
1775,138255.11
1776,136369.52
1777,136336.12
1778,135996.05
1779,136070.72
1780,135961.95
1781,123756.01
1782,150671.2
1783,380892.72
1784,414747.5
1785,383130.88
1786,286371.28
1787,337284.2
1788,359423.56
1789,357603.75
1790,357603.72
1791,356082.2
1792,335306.34
1793,332974.62
1794,464925.62
1795,491917.78
1796,495132.1
1797,509551.7
1798,237669.73
1799,63017.605
1800,19961.756
1801,26914.275
1802,43511.816
1803,43134.96
1804,41947.9
1805,43142.28
1806,45347.355
1807,42867.84
1808,48748.445
1809,75578.555
1810,80030.36
1811,85697.99
1812,101704.055
1813,107755.805
1814,116983.81
1815,126657.97
1816,101729.766
1817,50153.28
1818,50153.28
1819,50153.28
1820,43544.79
1821,35397.11
1822,32509.13
1823,28027.818
1824,28132.037
1825,56490.484
1826,36074.555
1827,37152.652
1828,37152.652
1829,37152.652
1830,35560.84
1831,31216.836
1832,27198.71
1833,26786.818
1834,26754.95
1835,56307.41
1836,194838.48
1837,218485.05
1838,218485.05
1839,218485.05
1840,216443.48
1841,291903.53
1842,507852.25
1843,356394.75
1844,136128.33
1845,132693.12
1846,245277.6
1847,751618.3
1848,890686.6
1849,712708.1
1850,321406.47
1851,296542.4
1852,456023.66
1853,475569.75
1854,495130.84
1855,716109.5
1856,745404.8
1857,642432.44
1858,212782.25
1859,102464.69
1860,43023.727
1861,43140.492
1862,43140.492
1863,43140.492
1864,43140.492
1865,43136.574
1866,125013.88
1867,129912.85
